ligand_id,iupac,glycoct,glytoucan_id
187,NeuAc(a2-6)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
4s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(6+2)3d
3:3d(5+1)4n",G18185ZH
188,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:b-dglc-HEX-1:5
12s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11d(2+1)12n",G48646LG
189,Gal(b1-4)GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
6b:b-dglc-HEX-1:5
7s:n-acetyl
8b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:2o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d",G54021WX
190,NeuAc(a2-3)Gal(b1-3)GalNAc(b1-4)[NeuAc(a2-3)]Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
3s:n-acetyl
4b:b-dgal-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
8s:n-acetyl
LIN
1:1o(3+2)2d
2:2d(5+1)3n
3:1o(4+1)4d
4:4d(2+1)5n
5:4o(3+1)6d
6:6o(3+2)7d
7:7d(5+1)8n",G76867GJ
191,Gal(b1-4)Fruf,"RES
1b:x-dara-HEX-2:5|2:keto
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G81952HB
192,Gal()NeuAc,"RES
1b:x-dgro-dgal-NON-2:6|1:a|2:keto|3:d
2s:n-acetyl
3b:x-dgal-HEX-1:5
LIN
1:1d(5+1)2n
2:1x(-1+-1)3x",
193,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal,"RES
1b:x-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3s:n-acetyl
4b:a-lgal-HEX-1:5|6:d
5b:b-dgal-HEX-1:5
LIN
1:1o(3+1)2d
2:2d(2+1)3n
3:2o(3+1)4d
4:2o(4+1)5d",G80130IB
194,Ribf,"RES
1b:x-drib-PEN-1:4",G31080DL
195,Gal(b1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:x-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1x(-1+-1)3x",G00055MO
196,GlcNAc(b1-2)Galf(b1-6)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:4
3b:b-dglc-HEX-1:5
4s:n-acetyl
LIN
1:1o(6+1)2d
2:2o(2+1)3d
3:3d(2+1)4n",
197,Rha(a1-6)Glc(a1-4)[GlcNAc(b1-3)]Gal(a1-3)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:a-dglc-HEX-1:5
7b:a-lman-HEX-1:5|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:3o(4+1)6d
6:6o(6+1)7d",G81480NI
198,Glc(a1-3)[Gal(a1-2)]Man(a1-4)Rha(a1-3)Gal(a1-2)[Glc(a1-3)]Man(a1-4)Rha,"RES
1b:x-lman-HEX-1:5|6:d
2b:a-dman-HEX-1:5
3b:a-dgal-HEX-1:5
4b:a-lman-HEX-1:5|6:d
5b:a-dman-HEX-1:5
6b:a-dgal-HEX-1:5
7b:a-dglc-HEX-1:5
8b:a-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(2+1)3d
3:3o(3+1)4d
4:4o(4+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:2o(3+1)8d",
199,Rha(a1-3)GlcNAc(b1-2)Rha(a1-2)Rha(a1-3)Rha(a1-3)GlcNAc(b1-2)Rha(a1-2)Rha,"RES
1b:x-lman-HEX-1:5|6:d
2b:a-lman-HEX-1:5|6:d
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:a-lman-HEX-1:5|6:d
6b:a-lman-HEX-1:5|6:d
7b:a-lman-HEX-1:5|6:d
8b:b-dglc-HEX-1:5
9s:n-acetyl
10b:a-lman-HEX-1:5|6:d
LIN
1:1o(2+1)2d
2:2o(2+1)3d
3:3d(2+1)4n
4:3o(3+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:8d(2+1)9n
9:8o(3+1)10d",G01367YJ
200,Gal(b1-4)Gal,"RES
1b:x-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G48027TR
201,GalNAc(b1-4)[NeuAc(a2-3)]Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
4s:n-acetyl
5b:b-dgal-HEX-1:5
6s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(3+2)3d
3:3d(5+1)4n
4:2o(4+1)5d
5:5d(2+1)6n",G61168WC
202,NeuAc(a2-8)NeuAc(a2-3)Gal(b1-3)GalNAc(b1-4)[NeuAc(a2-3)]Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
3s:n-acetyl
4b:b-dgal-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
8s:n-acetyl
9b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
10s:n-acetyl
LIN
1:1o(3+2)2d
2:2d(5+1)3n
3:1o(4+1)4d
4:4d(2+1)5n
5:4o(3+1)6d
6:6o(3+2)7d
7:7d(5+1)8n
8:7o(8+2)9d
9:9d(5+1)10n",G43415EE
203,NeuAc(a2-3)Gal(b1-3)GalNAc(b1-4)Gal,"RES
1b:x-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
3s:n-acetyl
4b:b-dgal-HEX-1:5
5b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
6s:n-acetyl
LIN
1:1o(4+1)2d
2:2d(2+1)3n
3:2o(3+1)4d
4:4o(3+2)5d
5:5d(5+1)6n",G79667RH
204,NeuAc(a2-8)NeuAc(a2-3)Gal(b1-3)GalNAc(b1-4)Gal,"RES
1b:x-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
3s:n-acetyl
4b:b-dgal-HEX-1:5
5b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
6s:n-acetyl
7b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
8s:n-acetyl
LIN
1:1o(4+1)2d
2:2d(2+1)3n
3:2o(3+1)4d
4:4o(3+2)5d
5:5d(5+1)6n
6:5o(8+2)7d
7:7d(5+1)8n",G66150CT
205,NeuAc(a2-3)Gal(a1-4)GlcNAc6S,"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:a-dgal-HEX-1:5
4b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
5s:n-acetyl
6s:sulfate
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6n",G54421JX
206,NeuAc(a2-3)Gal(a1-4)[Fuc(a1-3)]GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-lgal-HEX-1:5|6:d
4b:a-dgal-HEX-1:5
5b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
6s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(4+1)4d
4:4o(3+2)5d
5:5d(5+1)6n",G85849LM
207,GlcNAc(b1-3)GlcNAc(b1-3)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dglc-HEX-1:5
6s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(3+1)5d
5:5d(2+1)6n",G70112MZ
208,GlcNAc(a1-4)Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-dglc-HEX-1:5
3s:n-acetyl
LIN
1:1o(4+1)2d
2:2d(2+1)3n",G71960CZ
209,Fuc(a1-2)Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
6b:a-lgal-HEX-1:5|6:d
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3d(2+1)4n
4:3o(3+1)5d
5:5o(2+1)6d",G41806AF
210,"Neu4,5,9Ac3","RES
1b:x-dgro-dgal-NON-2:6|1:a|2:keto|3:d
2s:acetyl
3s:n-acetyl
4s:acetyl
LIN
1:1o(4+1)2n
2:1d(5+1)3n
3:1o(9+1)4n",G72520KQ
211,Neu5Ac9Ac(a2-,"RES
1b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
2s:n-acetyl
3s:acetyl
LIN
1:1d(5+1)2n
2:1o(9+1)3n",G47325QT
212,KO,"RES
1b:x-dgro-dtal-OCT-2:6|1:a|2:keto",G22022PH
213,Rib,"RES
1b:x-drib-PEN-1:5",G75380KK
214,Glc(a1-3)Man(a1-2)Man(a1-2)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
4b:a-dglc-HEX-1:5
LIN
1:1o(2+1)2d
2:2o(2+1)3d
3:3o(3+1)4d",G98920NA
215,Gal(b1-3)GalNAc(b1-4)Gal(b1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
5:4o(3+1)6d",G74266GF
216,GalA(a1-4)GalA,"RES
1b:x-dgal-HEX-1:5|6:a
2b:a-dgal-HEX-1:5|6:a
LIN
1:1o(4+1)2d",G11876JO
217,GalA(a1-4)GalA(a1-4)GalA,"RES
1b:x-dgal-HEX-1:5|6:a
2b:a-dgal-HEX-1:5|6:a
3b:a-dgal-HEX-1:5|6:a
LIN
1:1o(4+1)2d
2:2o(4+1)3d",G55087DR
218,Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)[NeuAc(a2-3)]Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
4s:n-acetyl
5b:b-dgal-HEX-1:5
6s:n-acetyl
7b:b-dgal-HEX-1:5
8b:a-lgal-HEX-1:5|6:d
LIN
1:1o(4+1)2d
2:2o(3+2)3d
3:3d(5+1)4n
4:2o(4+1)5d
5:5d(2+1)6n
6:5o(3+1)7d
7:7o(2+1)8d",G56526JU
219,"Neu5,9Ac2(a2-3)Gal(b1-4)GlcNAc","RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
5s:n-acetyl
6s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:4d(9+1)6n",G73077PR
220,"Neu4,5Ac2(a2-3)Gal(b1-4)GlcNAc","RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
5s:n-acetyl
6s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+2)4d
4:4d(4+1)5n
5:4d(5+1)6n",G99118GR
221,NeuAc(a2-3)Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
6b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
7s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3d(2+1)4n
4:3o(3+1)5d
5:5o(3+2)6d
6:6d(5+1)7n",G14633CL
222,Man(a1-2)Man(a1-2)Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d",G57887YH
223,Man(a1-3)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:5o(6+1)7d
7:7o(3+1)8d",G40915GX
224,Man(a1-6)Man(a1-3)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(6+1)3d",G71610GM
225,Man(a1-3)Man(a1-6)Man(a1-3)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
4b:a-dman-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(6+1)3d
3:3o(3+1)4d",G62183BI
226,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:a-dman-HEX-1:5
6b:a-dman-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(2+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5o(3+1)6d",G05929XL
227,Xyl,"RES
1b:x-dxyl-PEN-1:5",G53308XG
228,Xyl(b1-4)Xyl,"RES
1b:x-dxyl-PEN-1:5
2b:b-dxyl-PEN-1:5
LIN
1:1o(4+1)2d",G47408FM
229,Xyl(b1-4)Xyl(b1-4)Xyl(b1-4)Xyl(b1-4)Xyl,"RES
1b:x-dxyl-PEN-1:5
2b:b-dxyl-PEN-1:5
3b:b-dxyl-PEN-1:5
4b:b-dxyl-PEN-1:5
5b:b-dxyl-PEN-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d",G17192MX
230,Ara(a1-3)Xyl(b1-4)Xyl,"RES
1b:x-dxyl-PEN-1:5
2b:b-dxyl-PEN-1:5
3b:a-dara-PEN-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d",
231,Xyl(b1-4)[Ara(a1-3)]Xyl(b1-4)Xyl,"RES
1b:x-dxyl-PEN-1:5
2b:b-dxyl-PEN-1:5
3b:a-dara-PEN-1:5
4b:b-dxyl-PEN-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:2o(4+1)4d",
232,GlcA(a1-2)Xyl(b1-4)Xyl,"RES
1b:x-dxyl-PEN-1:5
2b:b-dxyl-PEN-1:5
3b:a-dglc-HEX-1:5|6:a
LIN
1:1o(4+1)2d
2:2o(2+1)3d",G75551YJ
233,GlcA(a1-2)Xyl(b1-4)Xyl(b1-4)Xyl,"RES
1b:x-dxyl-PEN-1:5
2b:b-dxyl-PEN-1:5
3b:b-dxyl-PEN-1:5
4b:a-dglc-HEX-1:5|6:a
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(2+1)4d",G02223VY
234,Xyl(b1-4)Xyl(b1-4)Xyl(b1-4)Xyl,"RES
1b:x-dxyl-PEN-1:5
2b:b-dxyl-PEN-1:5
3b:b-dxyl-PEN-1:5
4b:b-dxyl-PEN-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d",G28148UM
235,LAra,"RES
1b:x-lara-PEN-1:5",G88980IR
236,Gal(b1-3)Gal(b1-3)Gal,"RES
1b:x-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(3+1)3d",G94952MX
237,Fuc(a1-3)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-lgal-HEX-1:5|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d",G69726TU
238,Gal(a1-3)[Fuc(a1-2)]Gal(b1-3)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-lgal-HEX-1:5|6:d
4b:a-dgal-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(2+1)3d
3:2o(3+1)4d",G31734OS
239,Hep(a1-3)Hep(a1-5)Kdo,"RES
1b:x-dman-OCT-2:6|1:a|2:keto|3:d
2b:a-HEP-1:5
3b:a-HEP-1:5
LIN
1:1o(5+1)2d
2:2o(3+1)3d",
240,Glc(a1-3)Hep(a1-3)Hep(a1-5)Kdo,"RES
1b:x-dman-OCT-2:6|1:a|2:keto|3:d
2b:a-HEP-1:5
3b:a-HEP-1:5
4b:a-dglc-HEX-1:5
LIN
1:1o(5+1)2d
2:2o(3+1)3d
3:3o(3+1)4d",
241,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3s:n-acetyl
4b:a-lgal-HEX-1:5|6:d
5b:b-dgal-HEX-1:5
6b:a-lgal-HEX-1:5|6:d
LIN
1:1o(3+1)2d
2:2d(2+1)3n
3:2o(3+1)4d
4:2o(4+1)5d
5:5o(2+1)6d",G57875CW
242,GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:a-lgal-HEX-1:5|6:d
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:1o(6+1)5d",G76680HJ
243,Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-lgal-HEX-1:5|6:d
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:5o(6+1)7d
7:1o(6+1)8d",G45995IV
244,Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:5o(6+1)8d
8:8o(3+1)9d
9:8o(6+1)10d",G19747OA
245,Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:5o(6+1)7d
7:7o(3+1)8d
8:7o(6+1)9d",G03652TR
246,Gal(b1-1)Gal,"RES
1b:x-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(1+1)2d",G36358CR
247,Man(a1-2)Man(a1-2)Man(a1-6)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
4b:a-dman-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(2+1)3d
3:3o(2+1)4d",G74780ZE
248,Man(a1-2)Man,,
249,Allf,,
